,train_name,train_number,source,destination,distance,total_time,departure,arrival
3458,Ambala Nangal Dam,54511,AMBALA CANT JN,NANGAL DAM,170,0 days 04:05:00,07:35:00,11:40:00
3459,Delhi Saharanpur Passenger,54521,OLD DELHI,SAHARANPUR,187,0 days 06:10:00,13:30:00,19:40:00
3460,Saharanpur Delhi Passenger,54522,SAHARANPUR,OLD DELHI,187,0 days 05:00:00,04:40:00,09:40:00
3461,Ambala Kalka Passenger,54532,Kalka,AMBALA CANT JN,69,0 days 01:50:00,13:05:00,14:55:00
3462,Nizamuddin Ambala Passenger,54539,DELHI H NIZAMUDDIN,AMBALA CANT JN,278,0 days 10:45:00,03:30:00,14:15:00
3463,Ambala Delhi Passenger,54540,AMBALA CANT JN,DELHI H NIZAMUDDIN,278,0 days 10:50:00,14:35:00,01:25:00
3464,MEERUT AMBALA PASS,54541,MEERUT CITY,AMBALA CANT JN,194,0 days 06:10:00,04:55:00,11:05:00
3465,Dhuri Bathinda Passenger,54555,DHURI JN,BHATINDA JN,95,0 days 02:40:00,06:20:00,09:00:00
3466,Bhatinda Ambala Passenger,54556,BHATINDA JN,AMBALA CANT JN,200,0 days 05:20:00,17:25:00,22:45:00
3467,Ambala Patiala Passenger,54557,AMBALA CANT JN,Patiala,53,0 days 01:20:00,07:40:00,09:00:00
3468,Patiala Ambala Passenger,54558,Patiala,AMBALA CANT JN,53,0 days 01:20:00,17:15:00,18:35:00
3469,Bathinda Fazilka (Via Abohar) Passenger,54559,BHATINDA JN,Fazilka,105,0 days 03:05:00,09:10:00,12:15:00
3470,Fazilka Bathinda (Via Abohar) Passenger,54560,Fazilka,BHATINDA JN,105,0 days 03:20:00,12:45:00,16:05:00
3471,Firozpur Bhatinda Passenger,54561,BHATINDA JN,FIROZPUR CANT,88,0 days 02:10:00,06:45:00,08:55:00
3472,Firozpur Bhatinda Passenger,54562,FIROZPUR CANT,BHATINDA JN,88,0 days 02:20:00,06:35:00,08:55:00
3473,Firozpur Bhatinda Passenger,54563,BHATINDA JN,FIROZPUR CANT,88,0 days 02:10:00,13:30:00,15:40:00
3474,Firozpur Bhatinda Passenger,54564,FIROZPUR CANT,BHATINDA JN,88,0 days 02:20:00,17:30:00,19:50:00
3475,Nangal Dam Una Himachal Passenger,54581,NANGAL DAM,Una Himachal,17,0 days 00:35:00,19:45:00,20:20:00
3476,Una Nangal Dam Passenger,54582,Una,NANGAL DAM,0,0 days 00:40:00,08:20:00,09:00:00
3477,Hisar Amritsar Passenger,54601,Hisar,AMRITSAR JN,346,0 days 11:10:00,22:30:00,09:40:00
3478,Hisar Ludhiana Passenger,54603,Hisar,LUDHIANA JN,210,0 days 05:15:00,04:15:00,09:30:00
3479,Hisar Ludhiana Passenger,54605,Hisar,LUDHIANA JN,210,0 days 06:10:00,07:00:00,13:10:00
3480,Jalandhar Pathankot Passenger,54621,JALANDHAR CITY,PATHANKOT,115,0 days 03:25:00,17:30:00,20:55:00
3481,Pathankot Jalandhar Passenger,54622,PATHANKOT,JALANDHAR CITY,115,0 days 03:05:00,08:15:00,11:20:00
3482,Jaijon Doaba Jalandhar Passenger,54625,Jaijon Doaba,JALANDHAR CITY,104,0 days 03:10:00,05:00:00,08:10:00
3483,Jalandhar Jaijon Doaba Passenger,54626,Jaijon Doaba,JALANDHAR CITY,104,0 days 03:00:00,16:45:00,19:45:00
3484,Dhuri Jakhal Hisar Passenger,54631,Hisar,DHURI JN,148,0 days 04:10:00,17:30:00,21:40:00
3485,Dhuri Hisar Passenger,54632,DHURI JN,Hisar,148,0 days 03:45:00,05:20:00,09:05:00
3486,Hisar Ludhiana Passenger,54633,Hisar,LUDHIANA JN,210,0 days 05:20:00,13:15:00,18:35:00
3487,Ludhiana Hisar Passenger,54634,LUDHIANA JN,Hisar,210,0 days 05:40:00,05:35:00,11:15:00
3488,Ludhiana Hisar Passenger,54636,LUDHIANA JN,Hisar,210,0 days 05:05:00,09:35:00,14:40:00
3489,Hoshiarpur-Jalandhar City DMU,54637,Hoshiarpur,JALANDHAR CITY,43,0 days 01:00:00,11:45:00,12:45:00
3490,Jalandhar City Hoshiarpur DMU,54638,JALANDHAR CITY,Hoshiarpur,43,0 days 01:00:00,10:25:00,11:25:00
3491,DELHI - FIROZPUR Passenger,54641,OLD DELHI,FIROZPUR CANT,385,0 days 13:10:00,06:30:00,19:40:00
3492,FIROZPUR - DELHI Passenger,54642,FIROZPUR CANT,OLD DELHI,385,0 days 11:20:00,11:30:00,22:50:00
3493,JALANDHAR CITY - FIROZPUR CANT PASSENGER,54643,JALANDHAR CITY,FIROZPUR CANT,450,0 days 02:55:00,17:25:00,20:20:00
3494,FIROZPUR CANT - JALANDHAR CITY PASSENGER,54644,FIROZPUR CANT,JALANDHAR CITY,117,0 days 00:13:00,09:42:00,09:55:00
3495,Ludhiana Firozpur Passenger,54645,LUDHIANA JN,FIROZPUR CANT,124,0 days 02:55:00,20:05:00,23:00:00
3496,Jammu Udhampur Passenger,54653,JAMMU TAWI,UDHAMPUR,53,0 days 01:25:00,16:05:00,17:30:00
3497,Udhampur Jammu Passenger,54654,UDHAMPUR,JAMMU TAWI,53,0 days 01:30:00,18:20:00,19:50:00
3498,Bhatinda Lalgarh Passenger,54701,BHATINDA JN,LALGARH JN,321,0 days 07:55:00,10:50:00,18:45:00
3499,Guruvayur Thrissur Passenger,56373,GURUVAYUR,THRISUR,23,0 days 00:40:00,08:55:00,09:35:00
3500,JAMALPUR KIUL PASS,53423,JAMALPUR JN,KIUL JN,45,0 days 01:15:00,11:35:00,12:50:00
3501,Amritsar Batala Pathankot DMU,54611,AMRITSAR JN,PATHANKOT,107,0 days 02:55:00,04:40:00,07:35:00
3502,Amritsar Batala Pathankot,54612,PATHANKOT,AMRITSAR JN,107,0 days 02:50:00,05:20:00,08:10:00
3503,Amritsar Pathankot DMU,54613,AMRITSAR JN,PATHANKOT,107,0 days 03:20:00,06:15:00,09:35:00
3504,Amritsar Batala Pathankot Passenger,54614,PATHANKOT,AMRITSAR JN,107,0 days 03:00:00,08:00:00,11:00:00
3505,Amritsar Pathankot DMU,54615,AMRITSAR JN,PATHANKOT,107,0 days 03:15:00,17:35:00,20:50:00
3506,Amritsar Batala Pathankot DMU,54616,PATHANKOT,AMRITSAR JN,107,0 days 02:55:00,17:25:00,20:20:00
3507,Hisar Ludhiana Passenger,54635,Hisar,LUDHIANA JN,210,0 days 06:00:00,16:00:00,22:00:00
3508,Ludhiana Firozpur Passenger,54646,FIROZPUR CANT,LUDHIANA JN,124,0 days 03:30:00,05:15:00,08:45:00
3509,Bikaner Abohar Passenger,54702,LALGARH JN,ABOHAR,394,0 days 09:20:00,09:05:00,18:25:00
3510,Abohar Jodhpur passenger,54703,ABOHAR,JODHPUR JN,675,0 days 18:00:00,19:00:00,13:00:00
3511,Rewari Shri Ganganagar,54751,REWARI,SHRI GANGANAGAR,427,0 days 11:10:00,13:40:00,00:50:00
3512,Shri Ganganagar Rewari,54752,SHRI GANGANAGAR,REWARI,427,0 days 11:00:00,01:30:00,12:30:00
3513,Bhatinda Shri Ganganagar Passenger,54753,BHATINDA JN,SHRI GANGANAGAR,127,0 days 03:15:00,10:40:00,13:55:00
3514,Shri Ganganagar Bhatinda Passenger,54754,SHRI GANGANAGAR,BHATINDA JN,127,0 days 03:35:00,06:20:00,09:55:00
3515,Bhatinda Shri Ganganagar Passenger,54755,BHATINDA JN,SHRI GANGANAGAR,127,0 days 03:25:00,07:05:00,10:30:00
3516,Sriganganagar Bathinda Passenger,54756,SHRI GANGANAGAR,BHATINDA JN,127,0 days 03:50:00,15:20:00,19:10:00
3517,Ambala Cantt. Shri Ganganagar Passenger,54757,AMBALA CANT JN,SHRI GANGANAGAR,327,0 days 10:20:00,06:25:00,16:45:00
3518,Shri Ganganagar Bathinda Passenger,54758,SHRI GANGANAGAR,AMBALA CANT JN,327,0 days 08:45:00,11:00:00,19:45:00
3519,Bhatinda Rewari Passenger,54781,BHATINDA JN,REWARI,300,0 days 08:15:00,17:40:00,01:55:00
3520,Rewari Bhatinda Passenger,54782,REWARI,BHATINDA JN,300,0 days 07:55:00,09:05:00,17:00:00
3521,Fazilka Rewari Passenger,54783,Fazilka,REWARI,423,0 days 12:40:00,08:30:00,21:10:00
3522,Rewari Fazilka Passenger,54784,REWARI,Fazilka,433,0 days 11:20:00,04:40:00,16:00:00
3523,Firozpur Fazilka Passenger,54785,FIROZPUR CANT,Fazilka,88,0 days 02:20:00,05:45:00,08:05:00
3524,Fazilka Fir Passenger,54786,Fazilka,FIROZPUR CANT,88,0 days 02:25:00,17:20:00,19:45:00
3525,Bhiwani Rewari Passenger,54787,Bhiwani,REWARI,83,0 days 01:55:00,06:45:00,08:40:00
3526,Rewari Bhiwani Passenger,54788,REWARI,Bhiwani,83,0 days 01:55:00,21:40:00,23:35:00
3527,Mathura Alwar Bhiwani Passenger,54791,MATHURA JN,Bhiwani,280,0 days 07:45:00,13:15:00,21:00:00
3528,Bhiwani Mathura Passenger,54792,Bhiwani,MATHURA JN,280,0 days 07:50:00,04:35:00,12:25:00
3529,Sawai Madhopur Mathura Passenger,54793,BAYANA JN,MATHURA JN,76,0 days 02:20:00,08:25:00,10:45:00
3530,Mathura Bayana Passenger,54794,MATHURA JN,SAWAI MADHOPUR,217,0 days 05:45:00,14:00:00,19:45:00
3531,Ahmedabad Ajmer Passenger,54805,AHMEDABAD JN,AJMER JN,496,0 days 16:10:00,23:15:00,15:25:00
3532,Ajmer Ahmedabad Passenger,54806,AJMER JN,AHMEDABAD JN,496,0 days 17:30:00,10:15:00,03:45:00
3533,Ajmer Jaipur Passenger,54807,AJMER JN,JAIPUR,128,0 days 03:20:00,18:15:00,21:35:00
3534,Rewari-Degana Passenger,54809,REWARI,DEGANA JN,394,0 days 08:55:00,12:15:00,21:10:00
3535,Degana Rewari Pass,54810,DEGANA JN,REWARI,394,0 days 09:15:00,05:15:00,14:30:00
3536,Bhopal Jodhpur Passenger,54811,BHOPAL JN,JODHPUR JN,993,1 days 03:00:00,16:10:00,19:10:00
3537,Jodhpur Bhopal Passenger,54812,JODHPUR JN,BHOPAL JN,993,1 days 02:45:00,08:05:00,10:50:00
3538,Ayodhya Gorakhpur Passenger,55002,AYODHYA,GORAKHPUR JN,161,0 days 05:35:00,13:40:00,19:15:00
3539,Thawe Hajipur Passenger,55008,Thawe Junction,SONPUR JN,147,0 days 04:30:00,06:10:00,10:40:00
3540,Bhatni Chhapra Passenger,55009,BHATNI JN,CHHAPRA,110,0 days 03:45:00,05:40:00,09:25:00
3541,Gorakhpur Siwan Passenger,55012,GORAKHPUR JN,SIWAN JN,119,0 days 03:50:00,18:30:00,22:20:00
3542,Chhapra Varanasi Passenger,55013,CHHAPRA,VARANASI JN,205,0 days 08:25:00,13:25:00,21:50:00
3543,Sonpur-Narkatiaganj Passenger,55015,SONPUR JN,NARKATIAGANJ JN,219,0 days 07:10:00,18:30:00,01:40:00
3544,Chhapra-Mau Passenger,55017,CHHAPRA,MAU JN,134,0 days 05:10:00,17:30:00,22:40:00
3545,Chhapra Gorakhpur Passenger,55019,CHHAPRA,GORAKHPUR JN,180,0 days 06:05:00,10:50:00,16:55:00
3546,Coimbatore Thrissur Passenger,56605,COIMBATORE JN,THRISUR,134,0 days 04:05:00,16:40:00,20:45:00
3547,JAMALPUR RAMPURHAT PASS,53430,JAMALPUR JN,BHAGALPUR,53,0 days 01:27:00,10:38:00,12:05:00
3548,JAMALPUR RAMPURHAT PASS,53432,JAMALPUR JN,SAHIBGANJ JN,127,0 days 03:50:00,15:25:00,19:15:00
3549,JODHPUR - AJMER Fast Passenger,54801,JODHPUR JN,AJMER JN,244,0 days 05:55:00,07:00:00,12:55:00
3550,AJMER - JODHPUR Fast Passenger,54802,AJMER JN,JODHPUR JN,244,0 days 05:00:00,14:30:00,19:30:00
3551,JODHPUR - AHMEDABAD Passenger,54803,JODHPUR JN,AHMEDABAD JN,454,0 days 12:50:00,08:45:00,21:35:00
3552, AHMEDABAD - JODHPUR Passenger,54804,AHMEDABAD JN,JODHPUR JN,454,0 days 14:20:00,06:15:00,20:35:00
3553,Jodhpur Barmer Passenger,54813,JODHPUR JN,BARMER,209,0 days 05:00:00,07:45:00,12:45:00
3554,Barmer Jodhpur Passenger,54814,BARMER,JODHPUR JN,209,0 days 04:30:00,05:00:00,09:30:00
3555,Jodhpur Barmer Passenger,54815,JODHPUR JN,BARMER,209,0 days 05:20:00,15:10:00,20:30:00
3556,Barmer Jodhpur Passenger,54816,BARMER,JODHPUR JN,209,0 days 04:50:00,14:00:00,18:50:00
3557,Jaisalmer Jodhpur Passenger,54817,JODHPUR JN,BARMER,209,0 days 04:50:00,23:10:00,04:00:00
3558,Jodhpur Jaisalmer Passenger,54818,BARMER,JODHPUR JN,209,0 days 04:30:00,23:30:00,04:00:00
3559,JAISALMER - JODHPUR PASSENGER,54819,JAISALMER,JODHPUR JN,300,0 days 06:45:00,07:30:00,14:15:00
3560,JODHPUR - JAISALMER PASSENGER,54820,JODHPUR JN,JAISALMER,300,0 days 07:00:00,08:30:00,15:30:00
3561,Jodhpur Bhildi Passenger,54821,JODHPUR JN,BHILDI,304,0 days 07:55:00,06:35:00,14:30:00
3562,Bhildi Jodhpur Passenger,54822,BHILDI,JODHPUR JN,304,0 days 07:05:00,16:00:00,23:05:00
3563,Jodhpur Hissar passenger,54823,JODHPUR JN,Hisar,470,0 days 10:15:00,11:10:00,21:25:00
3564,Hissar Jodhpur passenger,54824,Hisar,JODHPUR JN,470,0 days 11:20:00,05:15:00,16:35:00
3565,Barmer Munabao Passenger,54881,BARMER,Munabao,119,0 days 02:10:00,07:30:00,09:40:00
3566,Munabao Barmer Passenger,54882,Munabao,BARMER,119,0 days 02:20:00,10:40:00,13:00:00
3567,Raxaul Sugauli Passenger,55005,RAXAUL JN,SAGAULI JN,29,0 days 00:45:00,23:10:00,23:55:00
3568,Sugauli Raxaul Passenger,55006,SAGAULI JN,RAXAUL JN,29,0 days 00:45:00,02:15:00,03:00:00
3569,Hajipur Thawe Passenger,55007,HAJIPUR JN,Thawe Junction,152,0 days 04:45:00,17:35:00,22:20:00
3570,Mau- Chhapra Passenger,55018,MAU JN,CHHAPRA,134,0 days 04:35:00,05:00:00,09:35:00
3571,Gorakhpur Chhapra Passenger,55020,GORAKHPUR JN,CHHAPRA,180,0 days 06:35:00,08:35:00,15:10:00
3572,Raxaul Muzaffarpur Passenger,55024,RAXAUL JN,MUZAFFARPUR JN,130,0 days 04:35:00,06:00:00,10:35:00
3573,Gorakhpur Gonda Passenger,55025,GORAKHPUR JN,GONDA JN,152,0 days 04:45:00,05:00:00,09:45:00
3574,Gonda Gorakhpur Passenger,55026,GONDA JN,GORAKHPUR JN,152,0 days 04:50:00,04:30:00,09:20:00
3575,Gorakhpur Gonda Passenger,55027,GORAKHPUR JN,GONDA JN,152,0 days 04:25:00,18:25:00,22:50:00
3576,Gonda Gorakhpur Passenger,55028,GONDA JN,GORAKHPUR JN,152,0 days 04:35:00,17:10:00,21:45:00
3577,Lucknow Gonda Passenger,55030,GORAKHPUR JN,MUZAFFARPUR JN,310,0 days 10:25:00,18:25:00,04:50:00
3578,Gonda Lucknow Passenger,55031,GONDA JN,LUCKNOW JN,126,0 days 04:35:00,16:55:00,21:30:00
3579,Lucknow Gonda Passenger,55032,LUCKNOW JN,GONDA JN,126,0 days 04:30:00,16:50:00,21:20:00
3580,Sitapur Gonda Passenger,55033,SITAPUR CITY,GONDA JN,163,0 days 05:10:00,06:20:00,11:30:00
3581,Gonda Sitapur Passenger,55034,GONDA JN,SITAPUR CANT,159,0 days 04:00:00,11:25:00,15:25:00
3582,GONDA - SITAPUR Pass,55035,GONDA JN,SITAPUR CANT,159,0 days 04:05:00,05:00:00,09:05:00
3583,SITAPUR -GONDA Pass,55036,SITAPUR CANT,GONDA JN,250,0 days 07:50:00,14:35:00,22:25:00
3584,BURHWAL - SITAPUR PASS,55037,BURHWAL,SITAPUR CITY,97,0 days 02:20:00,18:50:00,21:10:00
3585,SITAPUR - BURHWAL PASS,55038,SITAPUR CANT,BURHWAL,97,0 days 02:10:00,15:55:00,18:05:00
3586,Shahjehanpur Sitapur Passenger,55045,SITAPUR CANT,SHAHJEHANPUR,92,0 days 03:50:00,09:20:00,13:10:00
3587,Shahjehanpur Sitapur Passenger,55046,SHAHJEHANPUR,SITAPUR CANT,92,0 days 03:15:00,14:35:00,17:50:00
3588,Gonda Lucknow Passenger,55049,GONDA JN,LUCKNOW JN,126,0 days 04:15:00,05:30:00,09:45:00
3589,Lucknow-Gonda Passenger,55050,LUCKNOW JN,GONDA JN,126,0 days 04:20:00,05:20:00,09:40:00
3590,Bhatani Barhaj Passenger,55101,BHATNI JN,Barhaj Bazar,0,0 days 01:20:00,05:00:00,06:20:00
3591,Siwan Thawe Passenger,55107,SIWAN JN,Thawe Junction,32,0 days 00:50:00,06:30:00,07:20:00
3592,Chhapra sv Passenger,55115,CHHAPRA,SIWAN JN,61,0 days 01:20:00,07:40:00,09:00:00
3593,Siwan Chhapra Passenger,55116,SIWAN JN,CHHAPRA,61,0 days 01:35:00,19:00:00,20:35:00
3594,Manduadih Allahabad Passenger,55125,MANDUADIH,ALLAHABAD CITY,126,0 days 03:30:00,06:15:00,09:45:00
3595,MUMBAI LTT - BAREILLY Weekly Exp,14313,LOKMANYA TILAK TERM,BAREILLY,1608,1 days 07:35:00,08:05:00,15:40:00
3596,KIUL JAMALPUR PASS,53422,KIUL JN,JAMALPUR JN,54,0 days 01:10:00,09:10:00,10:20:00
3597,KIUL JAMALPUR PASS,53424,KIUL JN,JAMALPUR JN,45,0 days 01:15:00,13:25:00,14:40:00
3598,Jamalpur Kiul Passenger,53425,JAMALPUR JN,KIUL JN,45,0 days 01:25:00,20:00:00,21:25:00
3599,Jamalpur Kiul Passenger,53427,JAMALPUR JN,KIUL JN,46,0 days 01:30:00,03:10:00,04:40:00
3600,JAMALPUR MONGHYAR PASS,53474,JAMALPUR JN,Munger,9,0 days 00:28:00,17:50:00,18:18:00
3601,Jamalpur Gaya Passenger,53615,JAMALPUR JN,GAYA JN,181,0 days 06:05:00,08:15:00,14:20:00
3602,Gorakhpur Nautanwa Passenger,55039,GORAKHPUR JN,Nautanwa,82,0 days 02:55:00,06:15:00,09:10:00
3603,Gorakhpur Nautanwa Pass,55041,NARKATIAGANJ JN,GORAKHPUR JN,150,0 days 04:00:00,02:20:00,06:20:00
3604,Gorakhpur Hajipur Passenger,55042,GORAKHPUR JN,SONPUR JN,369,0 days 12:55:00,02:50:00,15:45:00
3605,Gorakhpur Nautanwa Passenger,55043,GORAKHPUR JN,Nautanwa,82,0 days 03:00:00,18:15:00,21:15:00
3606,Nautanwa Gorakhpur Passenger,55044,Nautanwa,GORAKHPUR JN,82,0 days 03:00:00,06:15:00,09:15:00
3607,Thawe Siwan Passenger,55108,Thawe Junction,SIWAN JN,32,0 days 00:50:00,08:00:00,08:50:00
3608,Siwan Thawe Passenger,55109,SIWAN JN,Thawe Junction,32,0 days 00:50:00,11:35:00,12:25:00
3609,Thawe Siwan Passenger,55110,Thawe Junction,SIWAN JN,32,0 days 01:00:00,14:00:00,15:00:00
3610,Siwan Thawe Passenger,55111,SIWAN JN,Thawe Junction,32,0 days 00:50:00,16:00:00,16:50:00
3611,Thawe Siwan Passenger,55112,Thawe Junction,SIWAN JN,32,0 days 00:50:00,17:20:00,18:10:00
3612,Siwan Thawe Passenger,55113,SIWAN JN,Thawe Junction,32,0 days 00:45:00,18:50:00,19:35:00
3613,Thawe Siwan Passenger,55114,Thawe Junction,SIWAN JN,32,0 days 00:50:00,20:40:00,21:30:00
3614,Gorakhpur Varanasi Passenger,55119,GORAKHPUR JN,VARANASI JN,231,0 days 09:10:00,14:30:00,23:40:00
3615,Varanasi Gorakhpur Passenger,55120,VARANASI JN,GORAKHPUR JN,231,0 days 07:45:00,11:10:00,18:55:00
3616,Allahabad Varanasi Passenger,55126,ALLAHABAD CITY,VARANASI JN,130,0 days 04:00:00,06:25:00,10:25:00
3617,Allahabad Manduadih Passenger,55128,ALLAHABAD CITY,MANDUADIH,126,0 days 04:25:00,10:25:00,14:50:00
3618,Allahabad Varanasi Passenger,55130,ALLAHABAD CITY,MANDUADIH,126,0 days 03:35:00,17:45:00,21:20:00
3619,Chhapra Varanasi Passenger,55131,CHHAPRA,VARANASI JN,205,0 days 08:35:00,07:50:00,16:25:00
3620,Ballia Varanasi Passenger,55133,BALLIA,VARANASI CITY,137,0 days 03:45:00,05:45:00,09:30:00
3621,Ballia Shahganj Passenger,55137,BALLIA,SHAHGANJ JN,168,0 days 06:15:00,05:00:00,11:15:00
3622,Ballia Shahganj Passenger,55139,BALLIA,SHAHGANJ JN,168,0 days 05:30:00,16:40:00,22:10:00
3623,Aunrihar-Jaunpur Passenger,55143,AUNRIHAR JN,JAUNPUR JN,58,0 days 01:35:00,07:00:00,08:35:00
3624,Jaunpur-Aunrihar Passenger,55144,JAUNPUR JN,AUNRIHAR JN,58,0 days 01:45:00,18:10:00,19:55:00
3625,Salempur Barhaj Passenger,55145,SALEMPUR JN,Barhaj Bazar,0,0 days 00:55:00,18:40:00,19:35:00
3626,Barhaj Bazar Salempur Passenger,55146,Barhaj Bazar,SALEMPUR JN,0,0 days 01:00:00,17:15:00,18:15:00
3627,Aunrihar- Jaunpur Passenger,55159,AUNRIHAR JN,JAUNPUR JN,58,0 days 01:40:00,15:20:00,17:00:00
3628,Jaunpur- Aunrihar Passenger,55160,JAUNPUR JN,AUNRIHAR JN,58,0 days 01:45:00,09:00:00,10:45:00
3629,Jaunpur- Aunrihar Passenger,55162,JAUNPUR JN,AUNRIHAR JN,58,0 days 02:00:00,09:45:00,11:45:00
3630,Muzaffarpur Gorakhpur Passenger,55207,MUZAFFARPUR JN,GORAKHPUR JN,310,0 days 09:25:00,03:50:00,13:15:00
3631,Muzaffarpur Raxaul Passenger,55211,MUZAFFARPUR JN,RAXAUL JN,130,0 days 05:05:00,07:50:00,12:55:00
3632,Raxaul Muzaffarpur Passenger,55212,RAXAUL JN,MUZAFFARPUR JN,130,0 days 05:00:00,14:00:00,19:00:00
3633,Chhapra Sonpur Passenger,55218,CHHAPRA,SONPUR JN,54,0 days 01:40:00,11:05:00,12:45:00
3634,Samastipur-Barauni Passenger,55238,SAMASTIPUR JN,BARAUNI JN,50,0 days 01:35:00,20:25:00,22:00:00
3635,Samastipur Muzaffarpur Passenger,55239,SAMASTIPUR JN,MUZAFFARPUR JN,52,0 days 01:30:00,13:00:00,14:30:00
3636,Muzaffarpur-Samastipur Passenger,55240,MUZAFFARPUR JN,SAMASTIPUR JN,52,0 days 01:40:00,18:10:00,19:50:00
3637,Barauni-Sonpur Passenger,55241,BARAUNI JN,SONPUR JN,93,0 days 02:55:00,03:35:00,06:30:00
3638,Sanpur-Barauni Passenger,55242,SONPUR JN,BARAUNI JN,93,0 days 02:57:00,07:18:00,10:15:00
3639,Barauni-Sonpur Passenger,55243,BARAUNI JN,SONPUR JN,93,0 days 03:05:00,06:00:00,09:05:00
3640,Sonpur Barauni Passenger,55244,SONPUR JN,BARAUNI JN,93,0 days 03:20:00,10:25:00,13:45:00
3641,Barauni-Sonpur Passenger,55245,BARAUNI JN,SONPUR JN,93,0 days 03:25:00,17:45:00,21:10:00
3642,Sonpur-Barauni Passenger,55246,SONPUR JN,BARAUNI JN,93,0 days 03:15:00,21:45:00,01:00:00
3643,Varanasi Allahabad Passenger,55127,VARANASI JN,ALLAHABAD CITY,130,0 days 04:10:00,12:00:00,16:10:00
3644,Varanasi Allahabad Passenger,55129,VARANASI JN,ALLAHABAD CITY,130,0 days 03:40:00,17:25:00,21:05:00
3645,Manduadih Chhapra Passenger,55132,MANDUADIH,CHHAPRA,209,0 days 08:20:00,11:40:00,20:00:00
3646,Manduadih Ballia Passenger,55134,MANDUADIH,BALLIA,144,0 days 05:00:00,15:25:00,20:25:00
3647,AZAMGARH MANDUADIH PASS,55135,AZAMGARH,MANDUADIH,140,0 days 04:45:00,05:00:00,09:45:00
3648,Manduadih Azamgarh Pass,55136,MANDUADIH,AZAMGARH,140,0 days 04:30:00,18:10:00,22:40:00
3649,Shahganj Ballia Passenger,55140,SHAHGANJ JN,BALLIA,168,0 days 05:40:00,15:40:00,21:20:00
3650,Nautanwa Gorakhpur Passenger,55142,Nautanwa,GORAKHPUR JN,82,0 days 02:55:00,11:15:00,14:10:00
3651,Gorakhpur Manduadih Passenger,55149,GORAKHPUR JN,MANDUADIH,235,0 days 07:45:00,23:15:00,07:00:00
3652,Manduadih-Gorakhpur Passenger,55150,MANDUADIH,GORAKHPUR JN,235,0 days 08:25:00,22:50:00,07:15:00
3653,Narkatiaganj Gorakhpur Passenger,55203,NARKATIAGANJ JN,GORAKHPUR JN,150,0 days 04:15:00,15:45:00,20:00:00
3654,Gorakhpur Narkatiaganj Passenger,55204,GORAKHPUR JN,NARKATIAGANJ JN,150,0 days 04:35:00,17:15:00,21:50:00
3655,Sonepur Gorakhpur Passenger,55209,SONPUR JN,GORAKHPUR JN,369,0 days 13:48:00,12:12:00,02:00:00
3656,Narkatiaganj Sonepur Passenger,55210,NARKATIAGANJ JN,SONPUR JN,219,0 days 06:45:00,03:00:00,09:45:00
3657,Sonpur Chhapra Passenger,55217,SONPUR JN,CHHAPRA,54,0 days 02:05:00,07:55:00,10:00:00
3658,Sonepur Chhapra Passenger,55219,SONPUR JN,CHHAPRA,54,0 days 02:20:00,15:15:00,17:35:00
3659,Begusarai Mokama Passenger,55231,LAKHO,MOKAMEH JN,43,0 days 02:05:00,06:05:00,08:10:00
3660,Mokama Begusarai Passenger,55232,MOKAMEH JN,BEGU SARAI,35,0 days 01:40:00,17:25:00,19:05:00
3661,Hajipur-Barauni Passenger,55248,HAJIPUR JN,BARAUNI JN,88,0 days 03:40:00,18:45:00,22:25:00
3662,Moradabad Kathgodam Passenger,55301,MORADABAD,KATHGODAM,116,0 days 03:45:00,14:25:00,18:10:00
3663,Kashipur Ramnagar Passenger,55313,KASHIPUR,RAMNAGAR,27,0 days 00:35:00,15:40:00,16:15:00
3664,Ramnagar Kashipur Passenger,55314,RAMNAGAR,KASHIPUR,27,0 days 00:35:00,17:00:00,17:35:00
3665,Lalkua Kashipur Passenger,55315,LAL KUAN,KASHIPUR,59,0 days 01:25:00,08:35:00,10:00:00
3666,Kashipur Lalkuan Passenger,55316,KASHIPUR,LAL KUAN,59,0 days 01:25:00,05:40:00,07:05:00
3667,Lalkua Kashipur Passenger,55317,LAL KUAN,KASHIPUR,59,0 days 01:20:00,13:50:00,15:10:00
3668,Lalkua Kashipur Passenger,55319,LAL KUAN,KASHIPUR,59,0 days 01:20:00,20:00:00,21:20:00
3669,Kashipur Lalkuan Passenger,55320,KASHIPUR,LAL KUAN,59,0 days 01:30:00,17:20:00,18:50:00
3670,RAMNAGAR - VARANASI Passenger,55322,RAMNAGAR,VARANASI JN,705,0 days 18:55:00,20:50:00,15:45:00
3671,KASGANJ LUCKNOW PASS,55326,KASGANJ,LUCKNOW JN,319,0 days 08:50:00,14:55:00,23:45:00
3672,Kanpur Farrukhabad Passenger,55327,KANPUR CENTRAL,FARRUKHABAD,140,0 days 04:10:00,19:00:00,23:10:00
3673,Farrukhabad Kanpur Passenger,55328,FARRUKHABAD,KANPUR CENTRAL,140,0 days 03:55:00,05:35:00,09:30:00
3674,Kasganj Farrukhabad Passenger,55332,KASGANJ,FARRUKHABAD,107,0 days 02:40:00,17:30:00,20:10:00
3675,KasGanj-AgraFort Passenger,55333,KASGANJ,AGRA FORT,162,0 days 05:05:00,07:35:00,12:40:00
3676,Kasganj Achhnera Fast Passenger,55337,KASGANJ,AGRA FORT,162,0 days 03:30:00,05:30:00,09:00:00
